knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K03556	114.00	domain	all	0.910562	1532	1244	6108	819	13.47	0.590	LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K03557	86.27	domain	trim	0.971878	1518	593	292	79	2.05	0.716	Fis family transcriptional regulator, factor for inversion stimulation protein
K03558	39.37	full	all	0.998647	2601	1850	1358	170	7.31	0.590	membrane protein required for colicin V production
K03559	25.37	full	all	0.633540	5715	4134	1326	129	6.32	0.590	biopolymer transport protein ExbD
K03560	144.50	domain	all	0.678122	2423	1590	558	137	2.31	0.590	biopolymer transport protein TolR
K03561	60.63	full	all	0.666817	5689	4468	3655	205	7.00	0.590	biopolymer transport protein ExbB
K03562	230.70	domain	all	0.953704	2381	1477	983	230	2.47	0.590	biopolymer transport protein TolQ
K03563	30.43	domain	trim	0.997309	2304	1297	547	61	5.19	0.916	carbon storage regulator
K03564	121.17	domain	all	0.969113	5494	4313	2132	156	4.59	0.590	peroxiredoxin Q/BCP [EC:1.11.1.15]
K03565	33.77	full	all	0.996293	3825	2960	2904	158	6.85	0.590	regulatory protein
K03566	193.67	full	all	0.766048	3842	3111	2083	289	4.43	0.590	LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K03567	80.63	domain	all	0.993140	946	585	520	182	4.59	0.590	glycine cleavage system transcriptional repressor
K03568	299.10	domain	trim	0.989994	3305	2659	1508	458	5.51	0.590	TldD protein
K03569	109.10	domain	all	0.988818	5091	3210	1418	329	4.06	0.590	rod shape-determining protein MreB and related proteins
K03570	47.47	full	all	0.999466	3660	2807	2745	268	7.29	0.590	rod shape-determining protein MreC
K03571	28.13	domain	all	0.994585	2756	1856	1051	152	12.08	0.590	rod shape-determining protein MreD
K03572	402.57	domain	all	0.989052	4031	3278	4526	558	2.84	0.590	DNA mismatch repair protein MutL
K03573	62.80	full	all	0.997807	719	457	746	221	2.23	0.590	DNA mismatch repair protein MutH
K03574	60.03	domain	all	0.694123	8477	6521	6035	111	6.91	0.590	8-oxo-dGTP diphosphatase [EC:3.6.1.55]
K03575	149.63	full	all	0.995283	4615	3727	6711	341	2.66	0.590	A/G-specific adenine glycosylase [EC:3.2.2.31]
K03576	214.47	full	all	0.997632	1487	1058	589	304	2.58	0.590	LysR family transcriptional regulator, regulator for metE and metH
K03577	208.33	full	all	0.794946	984	633	677	204	4.78	0.590	TetR/AcrR family transcriptional regulator, acrAB operon repressor
K03578	727.57	domain	all	0.992052	2060	1776	7298	1259	1.70	0.590	ATP-dependent helicase HrpA [EC:3.6.4.13]
K03579	556.97	domain	all	0.983383	1877	1653	4324	804	2.42	0.590	ATP-dependent helicase HrpB [EC:3.6.4.13]
K03580	234.70	domain	trim	0.988454	1036	773	2090	968	4.38	0.590	ATP-dependent helicase HepA [EC:3.6.4.-]
K03581	233.00	full	all	0.984176	3400	2648	7047	546	5.99	0.590	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
K03582	458.00	full	all	0.972136	1798	1419	7755	1141	3.60	0.590	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]
K03583	135.97	full	all	0.999629	1731	1350	5474	1052	6.04	0.590	exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]
K03584	26.23	full	all	0.998499	4543	3330	2637	229	10.29	0.590	DNA repair protein RecO (recombination protein O)
K03585	368.23	full	all	0.556293	4638	3803	3032	371	5.43	0.590	membrane fusion protein, multidrug efflux system
K03586	43.13	full	all	0.997740	1513	888	413	88	5.18	0.647	cell division protein FtsL
K03587	426.23	domain	all	0.713967	4195	3191	4764	560	4.90	0.590	cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K03588	325.27	domain	all	0.776197	5077	3713	3493	373	4.26	0.590	cell division protein FtsW
K03589	49.10	domain	all	0.997862	4331	3272	3815	215	14.97	0.590	cell division protein FtsQ
K03590	118.17	domain	all	0.999404	3825	2516	2006	402	5.90	0.590	cell division protein FtsA
K03591	77.63	domain	all	0.986633	526	306	791	287	3.52	0.590	cell division protein FtsN
K03592	300.63	full	all	0.960624	2769	2234	1269	438	8.31	0.590	PmbA protein
K03593	114.13	domain	all	0.995620	4853	3885	3306	318	3.04	0.590	ATP-binding protein involved in chromosome partitioning
K03594	80.80	domain	all	0.972737	3516	2455	817	156	7.42	0.590	bacterioferritin [EC:1.16.3.1]
K03595	129.83	domain	all	0.993039	5227	3903	4669	299	3.39	0.590	GTPase
K03596	862.70	domain	all	0.942082	5039	3708	2070	601	1.40	0.590	GTP-binding protein LepA
K03597	53.20	full	all	0.999384	1211	814	1151	174	6.68	0.590	sigma-E factor negative regulatory protein RseA
K03598	65.57	full	all	0.998797	1179	831	1096	313	5.67	0.590	sigma-E factor negative regulatory protein RseB
K03599	146.47	domain	trim	0.990397	1555	834	390	212	2.32	0.590	stringent starvation protein A
K03600	45.83	full	all	0.999505	1524	1011	695	137	2.59	0.590	stringent starvation protein B
K03601	48.90	full	all	1.000000	4534	3579	4251	440	4.40	0.590	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	23.30	domain	all	0.998788	4457	2892	911	78	8.05	0.725	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K03603	192.53	full	all	0.998628	686	365	401	237	1.50	0.590	GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K03604	469.93	full	trim	0.897810	589	294	563	334	2.55	0.590	LacI family transcriptional regulator, purine nucleotide synthesis repressor
K03605	110.43	full	all	0.888200	1367	958	1048	157	4.87	0.590	hydrogenase maturation protease [EC:3.4.23.-]
K03606	366.57	domain	trim	0.843803	1184	928	1713	456	3.10	0.590	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03607	38.73	full	all	0.999181	994	611	1112	169	4.40	0.590	ProP effector
K03608	35.73	domain	all	1.000000	2094	1161	401	85	3.47	0.669	cell division topological specificity factor
K03609	188.20	full	trim	0.957832	3034	2064	2007	259	5.32	0.590	septum site-determining protein MinD
K03610	41.33	full	all	0.999722	2515	1803	1592	223	4.43	0.590	septum site-determining protein MinC
K03611	29.20	full	all	0.999690	2426	1612	2073	1209	2.75	0.590	disulfide bond formation protein DsbB
K03612	110.53	domain	all	0.981119	1375	1025	1642	201	4.18	0.590	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G
K03613	213.60	full	trim	0.955974	1410	1020	849	204	3.09	0.590	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E
K03614	274.37	full	all	0.964922	1422	1128	1176	320	3.34	0.590	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]
K03615	101.73	domain	all	0.997847	1357	1164	4975	689	3.24	0.590	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]
K03616	64.83	domain	all	0.983865	1932	1415	1498	190	2.74	0.590	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]
K03617	228.37	full	all	0.952448	1388	882	727	193	2.37	0.590	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A
K03618	58.57	full	all	1.000000	352	210	579	279	3.28	0.590	hydrogenase-1 operon protein HyaF
K03619	69.13	domain	all	1.000000	302	161	219	136	3.22	0.590	hydrogenase-1 operon protein HyaE
K03620	97.40	full	all	0.995338	662	430	696	227	3.37	0.590	Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K03621	68.63	domain	all	0.999272	3778	2747	1264	331	2.52	0.590	phosphate acyltransferase [EC:2.3.1.274]
K03622	58.30	full	all	0.997602	255	209	283	94	1.86	0.607	archaea-specific DNA-binding protein
K03623	33.43	full	all	1.000000	584	303	200	89	3.31	0.640	ribonuclease inhibitor
K03624	142.43	full	trim	0.894412	4974	3275	801	158	4.12	0.590	transcription elongation factor GreA
K03625	78.20	domain	all	0.980122	4916	3347	2726	138	4.37	0.590	N utilization substance protein B
K03626	40.77	full	trim	0.963850	1089	962	5302	207	2.53	0.590	nascent polypeptide-associated complex subunit alpha
K03627	44.90	full	trim	0.974785	998	846	1117	143	4.28	0.590	putative transcription factor
K03628	137.57	full	all	0.999499	4536	2993	4610	433	1.21	0.590	transcription termination factor Rho
K03629	108.43	full	all	0.999668	4009	3010	2557	355	3.94	0.590	DNA replication and repair protein RecF
K03630	43.67	domain	all	0.997710	4966	3716	2585	216	6.42	0.590	DNA repair protein RadC
K03631	138.40	domain	all	1.000000	4491	3605	2205	555	3.47	0.590	DNA repair protein RecN (Recombination protein N)
K03632	343.03	full	all	1.000000	575	416	1911	1469	2.61	0.590	chromosome partition protein MukB
K03633	237.27	full	all	1.000000	574	318	583	440	1.22	0.590	chromosome partition protein MukF
K03634	45.97	full	all	0.997015	1886	1339	1301	208	7.13	0.590	outer membrane lipoprotein carrier protein
K03635	34.00	full	all	0.917072	3772	2928	2689	148	3.05	0.590	molybdopterin synthase catalytic subunit [EC:2.8.1.12]
K03636	34.30	domain	trim	0.821487	4458	3381	883	83	9.10	0.684	sulfur-carrier protein
K03637	39.47	full	all	0.900173	3810	2859	1977	158	2.12	0.590	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K03638	129.63	domain	all	0.993047	2054	1519	744	172	2.15	0.590	molybdopterin adenylyltransferase [EC:2.7.7.75]
K03639	219.90	domain	all	0.892142	4363	3494	2963	318	4.08	0.590	GTP 3',8-cyclase [EC:4.1.99.22]
K03640	124.77	domain	trim	0.951622	2730	1717	1317	158	4.23	0.590	peptidoglycan-associated lipoprotein
K03641	106.73	domain	all	0.931821	2775	2030	5920	317	12.82	0.590	TolB protein
K03642	48.37	full	all	0.994298	3403	2709	4329	162	3.55	0.590	rare lipoprotein A
K03643	34.70	domain	all	0.998933	1991	1410	1147	164	9.99	0.590	LPS-assembly lipoprotein
K03644	69.63	full	all	0.999047	4853	3675	3869	314	1.52	0.589	lipoyl synthase [EC:2.8.1.8]
K03645	93.60	full	all	0.998661	663	375	417	184	1.59	0.591	negative modulator of initiation of replication
K03646	69.30	full	all	0.857478	1810	1421	4261	292	15.56	0.590	colicin import membrane protein
K03647	71.23	full	all	0.994776	1790	1056	615	137	2.19	0.590	protein involved in ribonucleotide reduction
K03648	45.97	full	all	0.991839	4648	3503	4333	244	3.19	0.590	uracil-DNA glycosylase [EC:3.2.2.27]
K03649	169.80	domain	all	0.936238	836	624	720	177	3.11	0.590	double-stranded uracil-DNA glycosylase [EC:3.2.2.28]
K03650	157.10	domain	trim	0.996116	4732	3738	5714	449	3.08	0.590	tRNA modification GTPase [EC:3.6.-.-]
K03651	96.50	domain	all	0.981558	2134	1684	2978	255	6.90	0.590	3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
K03652	47.93	full	all	0.998916	2269	1845	2830	197	2.68	0.590	DNA-3-methyladenine glycosylase [EC:3.2.2.21]
K03653	158.23	full	all	1.000000	137	106	322	211	1.78	0.590	N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K03654	549.33	full	all	0.742622	5399	4560	12711	567	5.35	0.590	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K03655	393.73	full	all	0.882795	5772	4854	7737	634	7.24	0.590	ATP-dependent DNA helicase RecG [EC:3.6.4.12]
K03656	813.07	full	all	0.986777	1467	1067	1280	667	1.36	0.589	ATP-dependent DNA helicase Rep [EC:3.6.4.12]
K03657	350.27	full	all	0.718332	9148	7589	19091	630	7.24	0.590	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
K03658	290.63	domain	all	0.994884	671	491	3135	873	4.00	0.590	DNA helicase IV [EC:3.6.4.12]
K03660	118.57	full	all	0.980771	788	755	2854	310	3.21	0.590	N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K03661	106.53	domain	trim	0.982947	577	492	1120	199	1.34	0.589	V-type H+-transporting ATPase 21kDa proteolipid subunit
K03662	103.40	domain	all	0.998138	276	268	1440	426	4.52	0.590	V-type H+-transporting ATPase S1 subunit
K03663	435.83	full	all	0.952518	267	240	781	360	1.29	0.590	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152]
K03664	28.03	full	all	0.999847	4998	3263	660	150	1.99	0.590	SsrA-binding protein
K03665	116.97	domain	all	0.998950	4910	3811	4124	408	2.09	0.590	GTPase
K03666	23.43	full	all	0.993494	3035	1697	1075	81	3.18	0.700	host factor-I protein
K03667	186.23	domain	all	0.999559	3150	2267	2537	433	1.08	0.590	ATP-dependent HslUV protease ATP-binding subunit HslU
K03668	94.17	domain	trim	0.941287	602	351	558	142	4.76	0.590	heat shock protein HslJ
K03669	152.03	domain	trim	1.000000	1075	824	1745	689	2.28	0.590	membrane glycosyltransferase [EC:2.4.1.-]
K03670	269.73	full	all	1.000000	1263	963	1836	511	2.26	0.590	periplasmic glucans biosynthesis protein
K03671	108.30	domain	all	0.670612	11011	8372	4187	108	5.41	0.590	thioredoxin 1
K03672	147.47	domain	all	0.953149	1256	904	369	146	2.36	0.590	thioredoxin 2 [EC:1.8.1.8]
K03673	52.27	domain	all	0.997207	2122	1431	981	208	5.24	0.590	thiol:disulfide interchange protein DsbA
K03674	85.30	full	all	0.993001	682	288	157	86	1.57	0.660	glutaredoxin 1
K03675	91.07	full	all	0.995074	501	308	306	215	2.74	0.590	glutaredoxin 2
K03676	70.60	domain	trim	0.920702	5009	3943	1648	103	3.46	0.590	glutaredoxin 3
K03678	261.53	full	all	0.952759	529	512	2189	373	3.40	0.590	exosome complex component RRP45
K03679	83.83	full	all	0.994797	726	671	2213	282	2.84	0.590	exosome complex component RRP4
K03680	254.57	full	all	0.884939	733	710	3656	473	4.68	0.590	translation initiation factor eIF-2B subunit delta
K03681	91.00	full	all	0.992705	507	482	1451	231	2.51	0.590	exosome complex component RRP40
K03683	266.00	full	all	0.997843	1106	698	514	210	1.05	0.590	ribonuclease T [EC:3.1.13.-]
K03684	181.80	domain	all	0.931649	3115	2446	1950	349	5.28	0.590	ribonuclease D [EC:3.1.13.5]
K03685	142.53	domain	all	0.974848	5371	3880	8376	243	6.16	0.590	ribonuclease III [EC:3.1.26.3]
K03686	362.87	domain	trim	0.897532	6983	5320	5526	346	4.69	0.590	molecular chaperone DnaJ
K03687	34.97	full	all	0.998549	6239	4818	3037	193	6.99	0.590	molecular chaperone GrpE
K03688	399.83	full	all	0.977747	3116	2463	2818	542	5.66	0.590	ubiquinone biosynthesis protein
K03689	38.00	full	all	1.000000	153	78	133	102	1.93	0.589	cytochrome b6-f complex subunit 8
K03690	65.90	full	all	0.999025	1416	1027	849	203	7.35	0.590	ubiquinone biosynthesis protein UbiJ
K03691	58.83	domain	all	1.000000	630	617	3504	400	3.36	0.590	peptide-O-fucosyltransferase [EC:2.4.1.221]
K03692	690.60	full	all	1.000000	15	15	774	504	0.70	0.592	glucosylglycerol-phosphate synthase [EC:2.4.1.213]
K03693	759.20	full	all	0.992010	387	319	1992	856	1.86	0.590	penicillin-binding protein 1B
K03694	907.10	full	all	0.952629	2247	1670	2189	747	2.07	0.590	ATP-dependent Clp protease ATP-binding subunit ClpA
K03695	1029.67	domain	all	0.921144	5571	4539	8070	847	5.09	0.590	ATP-dependent Clp protease ATP-binding subunit ClpB
K03696	997.57	domain	trim	0.804084	3364	2727	6828	728	5.97	0.590	ATP-dependent Clp protease ATP-binding subunit ClpC
K03697	941.33	full	all	0.992258	528	389	1006	715	0.95	0.589	ATP-dependent Clp protease ATP-binding subunit ClpE
K03698	120.77	domain	trim	0.988857	1135	811	1144	313	5.68	0.590	3'-5' exoribonuclease [EC:3.1.-.-]
K03699	286.50	full	all	0.980864	1720	1430	1651	434	3.69	0.590	putative hemolysin
K03700	39.40	full	all	1.000000	939	576	748	175	3.56	0.590	recombination protein U
K03701	134.07	domain	all	0.999438	6469	5337	12736	929	1.83	0.590	excinuclease ABC subunit A
K03702	150.03	domain	all	0.998844	5039	3896	4199	673	1.03	0.589	excinuclease ABC subunit B
K03703	232.33	full	all	0.989697	5105	4098	5088	589	2.97	0.590	excinuclease ABC subunit C
K03704	70.80	full	all	0.925462	14178	7716	2804	68	5.52	0.826	cold shock protein (beta-ribbon, CspA family)
K03705	63.30	full	all	1.000000	3306	2442	1609	329	3.71	0.590	heat-inducible transcriptional repressor
K03706	184.47	full	all	0.998839	772	433	394	259	1.70	0.590	transcriptional pleiotropic repressor
K03707	192.40	domain	trim	0.843769	1836	1364	627	223	5.64	0.590	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K03708	114.03	full	all	1.000000	855	474	334	154	1.39	0.589	transcriptional regulator of stress and heat shock response
K03709	111.13	domain	all	0.983542	2069	1595	1146	220	5.24	0.590	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K03710	185.37	full	all	0.662273	5696	4318	2573	239	9.98	0.590	GntR family transcriptional regulator
K03711	117.73	domain	all	0.692877	5524	4023	1827	143	5.35	0.590	Fur family transcriptional regulator, ferric uptake regulator
K03712	148.50	full	all	0.964561	306	117	228	149	2.60	0.590	MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
K03713	95.77	domain	all	0.993543	680	309	298	123	1.93	0.590	MerR family transcriptional regulator, glutamine synthetase repressor
K03714	195.30	full	trim	0.974906	150	134	1205	478	2.54	0.590	glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]
K03715	301.50	full	all	0.963424	338	326	2078	414	2.58	0.590	1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]
K03716	117.30	full	all	0.998878	531	449	993	336	3.61	0.590	spore photoproduct lyase [EC:4.1.99.14]
K03717	199.87	full	all	0.997503	1177	804	514	300	2.49	0.590	LysR family transcriptional regulator, transcriptional activator of nhaA
K03718	137.83	domain	trim	0.894708	1789	1233	546	157	3.65	0.590	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
K03719	145.80	full	trim	0.636756	5397	3624	1066	154	4.49	0.590	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
K03720	72.13	full	all	0.997114	748	349	228	109	2.38	0.590	TrpR family transcriptional regulator, trp operon repressor
K03721	446.93	full	all	0.979783	850	553	856	516	2.14	0.590	transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport
K03722	217.17	full	all	0.967256	4035	3197	6091	622	7.28	0.590	ATP-dependent DNA helicase DinG [EC:3.6.4.12]
K03723	516.33	full	all	0.996713	4774	3970	7234	1120	2.03	0.590	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
K03724	276.43	domain	all	0.992076	2553	2291	10377	903	3.41	0.590	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
K03725	712.13	full	all	1.000000	175	162	1727	826	1.26	0.591	archaea-specific helicase [EC:3.6.4.-]
K03726	464.50	domain	all	0.934815	337	317	3729	714	3.59	0.590	helicase [EC:3.6.4.-]
K03727	817.57	full	all	0.984569	619	528	2823	885	1.97	0.591	ATP-dependent RNA helicase HelY [EC:3.6.4.-]
K03728	734.93	full	trim	0.919355	193	179	1306	543	0.94	0.589	nuclear receptor subfamily 1 group D member 1
K03729	411.43	full	all	0.992908	156	144	833	411	1.18	0.590	class B basic helix-loop-helix protein 2
K03730	418.10	full	all	0.963953	118	116	1116	396	1.12	0.590	class B basic helix-loop-helix protein 3
K03731	1767.83	full	all	1.000000	13	9	769	769	0.40	0.588	trehalose 6-phosphate phosphorylase [EC:2.4.1.216]
K03732	493.03	domain	all	0.990918	1082	722	1750	431	1.36	0.589	ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
K03733	326.00	full	all	0.612836	4046	3074	3144	297	6.55	0.590	integrase/recombinase XerC
K03734	43.83	full	all	0.998940	4086	3303	3435	302	7.98	0.590	FAD:protein FMN transferase [EC:2.7.1.180]
K03735	261.30	full	all	0.998314	1216	888	1447	470	1.51	0.590	ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
K03736	178.60	domain	all	0.991823	1183	859	907	248	2.10	0.590	ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]
K03737	419.77	domain	all	0.990204	1494	1222	2998	1158	1.93	0.590	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
K03738	210.47	full	all	0.981551	1020	970	2238	600	5.47	0.590	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K03739	265.63	full	all	0.992376	663	396	680	393	1.57	0.589	membrane protein involved in D-alanine export
K03740	136.23	full	all	1.000000	718	435	1089	395	3.72	0.590	D-alanine transfer protein
K03741	107.03	full	all	0.895036	2775	2396	1886	147	4.12	0.590	arsenate reductase (thioredoxin) [EC:1.20.4.4]
K03742	237.17	full	trim	0.972262	1588	1314	1163	416	4.13	0.590	nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03743	177.30	domain	all	0.642818	2859	2206	2143	169	3.04	0.590	nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03744	35.57	full	all	1.000000	3272	2559	1414	191	5.81	0.590	LemA protein
K03745	38.40	domain	all	0.998031	1589	1018	313	69	7.05	0.815	SlyX protein
K03746	22.13	domain	all	0.921520	2763	1705	932	103	5.69	0.590	DNA-binding protein H-NS
K03747	45.83	full	all	1.000000	924	514	277	154	3.45	0.590	Smg protein
